startupName,homepage_url,category_list,total_funding,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_code,time_delayFor_first_round,average_time_delay_rounds,average_raised_usd,average_time_delay_rounds_number,time_delayFor_first_round_number,statusCode,No_Of_Investors,MainCategory,USA_Region
Casper,http://casper.com/,e-commerce|lifestyle|retail,69950000,operating,USA,NY,3,1/15/2014,6/22/2015,1,204 days 00:00:00.000000000,261 days 12:00:00.000000000,23316666.67,261,204,1,21,e-commerce,Northeast
Castle Biosciences,http://castlebiosciences.com,biotechnology,36412587,operating,USA,TX,9,3/20/2009,7/27/2015,1,357 days 00:00:00.000000000,290 days 00:00:00.000000000,4045843,290,357,1,5,biotech,South
Castlewood Surgical,http://castlewoodsurgical.com,biotechnology|medical|medical devices,1408763,operating,USA,TX,4,12/1/2010,6/6/2012,1,43 days 00:00:00.000000000,184 days 08:00:00.000000000,704381.5,184,43,0,1,medicalGear,South
Castlight Health,http://www.castlighthealth.com,health and wellness|technology,180999999,ipo,USA,CA,5,4/1/2008,5/1/2012,1,487 days 00:00:00.000000000,372 days 18:00:00.000000000,36199999.8,372,487,1,9,healthcare,West
CastTV,http://www.casttv.com,games,3100000,acquired,USA,CA,2,1/1/2006,4/25/2007,1,479 days 00:00:00.000000000,479 days 00:00:00.000000000,3100000,479,479,1,4,games,West
Casualing,http://www.casualing.com,gambling|games|mobile|mobile games|social games,1560000,operating,USA,CA,2,6/1/2012,8/25/2012,1,85 days 00:00:00.000000000,85 days 00:00:00.000000000,780000,85,85,0,1,games,West
Catabasis Pharmaceuticals,http://catabasis.com/,biotechnology,119523736,ipo,USA,MA,9,1/15/2010,3/31/2015,1,3 days 00:00:00.000000000,237 days 15:00:00.000000000,13280415.11,237,3,1,5,biotech,Northeast
Catalog Spree,http://www.catalogspree.com,e-commerce|mobile|retail,7800000,operating,USA,CA,2,3/5/2011,11/17/2011,1,257 days 00:00:00.000000000,257 days 00:00:00.000000000,3900000,257,257,0,3,mobile,West
Catalyst Biosciences,http://www.catalystbiosciences.com,biotechnology,105114496,operating,USA,CA,9,2/9/2006,6/11/2015,1,1028 days 00:00:00.000000000,426 days 03:00:00.000000000,11679388.44,426,1028,1,8,biotech,West
Catalyze,https://catalyze.io,cloud infrastructure|health and wellness|health care information technology|mhealth|mobile|software,6044998,operating,USA,WI,3,5/31/2013,4/9/2015,1,160 days 00:00:00.000000000,339 days 00:00:00.000000000,2014999.333,339,160,1,8,healthcare,Midwest
Catapult Health,http://catapulthealth.com,health and wellness,12600000,operating,USA,TX,5,1/5/2011,2/16/2015,1,216 days 00:00:00.000000000,375 days 18:00:00.000000000,2520000,375,216,1,1,healthcare,South
CATASYS,http://catasyshealth.com,biotechnology,16701212,operating,USA,CA,12,7/18/2011,4/30/2015,1,66 days 00:00:00.000000000,125 days 15:16:21.818181818,1391767.667,125,66,1,1,biotech,West
Catavolt,http://www.catavolt.com,enterprise software,6500000,operating,USA,GA,2,9/28/2012,8/6/2013,1,312 days 00:00:00.000000000,312 days 00:00:00.000000000,3250000,312,312,1,3,software,South
Catch.com,http://catch.com,android|ipad|iphone|mobile|productivity software|synchronization,9300000,closed,USA,CA,2,6/2/2010,2/15/2011,1,258 days 00:00:00.000000000,258 days 00:00:00.000000000,4650000,258,258,0,1,mobile,West
Catheter Connections,http://www.catheterconnections.com,biotechnology,6361722,operating,USA,UT,2,8/8/2011,8/27/2012,1,385 days 00:00:00.000000000,385 days 00:00:00.000000000,3180861,385,385,0,1,biotech,West
Causata,http://www.causata.com,big data|predictive analytics|software,15500000,acquired,USA,CA,2,10/5/2009,11/1/2011,1,757 days 00:00:00.000000000,757 days 00:00:00.000000000,7750000,757,757,1,1,software,West
Cause.it,http://www.cause.it,brand marketing|games|mobile|sales and marketing,50000,operating,USA,IN,2,11/1/2012,4/30/2014,1,545 days 00:00:00.000000000,545 days 00:00:00.000000000,50000,545,545,1,1,games,Midwest
Caustic Graphics,http://www.caustic.com,hardware + software,3099200,operating,USA,CA,2,4/21/2010,4/23/2010,1,2 days 00:00:00.000000000,2 days 00:00:00.000000000,1549600,2,2,0,1,software,West
CAVEWIRE,http://www.cavewire.com,software,866000,operating,USA,CA,2,2/25/2015,10/27/2015,1,244 days 00:00:00.000000000,244 days 00:00:00.000000000,433000,244,244,1,1,software,West
Cavion,http://cavionpharma.com/,health and wellness,5000000,operating,USA,VA,2,12/22/2005,11/10/2015,1,3610 days 00:00:00.000000000,3610 days 00:00:00.000000000,5000000,3610,3610,1,1,healthcare,South
Cayenne Medical,http://cayennemedical.com,health care,40468738,operating,USA,AZ,7,2/13/2007,2/14/2014,1,1128 days 00:00:00.000000000,426 days 08:00:00.000000000,5781248.286,426,1128,1,6,healthcare,West
Cazena,http://www.cazena.com,analytics|big data|enterprise software,28000000,operating,USA,MA,2,10/20/2014,7/22/2015,1,275 days 00:00:00.000000000,275 days 00:00:00.000000000,14000000,275,275,1,3,software,Northeast
CBA PHARMA,http://cbapharma.com,biotechnology,9328601,operating,USA,KY,3,4/2/2010,1/1/2015,1,1160 days 00:00:00.000000000,867 days 12:00:00.000000000,3109533.667,867,1160,1,1,biotech,South
CBRITE,http://cbriteinc.com,hardware + software,23101276,operating,USA,CA,4,3/27/2009,5/5/2015,1,622 days 00:00:00.000000000,743 days 08:00:00.000000000,5775319,743,622,1,1,software,West
CD Diagnostics,http://cddiagnostics.com,biotechnology|health diagnostics,1610000,operating,USA,PA,2,12/2/2011,1/16/2012,1,45 days 00:00:00.000000000,45 days 00:00:00.000000000,805000,45,45,0,1,healthcare,Northeast
CDC Software,http://www.cdcsoftware.com,enterprise software|networking|software,50000000,acquired,USA,GA,3,4/27/2010,4/1/2012,1,188 days 00:00:00.000000000,352 days 12:00:00.000000000,25000000,352,188,1,2,software,South
CDL Warrior,http://www.cdlwarrior.com,information technology|logistics|mobile software tools,45000,operating,USA,PA,3,1/1/2014,6/9/2015,1,160 days 00:00:00.000000000,262 days 00:00:00.000000000,22500,262,160,1,3,mobile,Northeast
CE Interactive,http://www.ce-interactive.com,software,2398464,operating,USA,NY,4,1/1/2005,5/25/2010,1,730 days 00:00:00.000000000,656 days 16:00:00.000000000,799488,656,730,1,4,software,Northeast
CebaTech,http://www.cebatech.com,hardware + software,8500000,closed,USA,NJ,2,4/26/2005,7/21/2006,1,451 days 00:00:00.000000000,451 days 00:00:00.000000000,4250000,451,451,0,3,software,Northeast
Cebix,http://www.cebix.com,biotechnology,96287638,operating,USA,CA,5,10/30/2009,11/13/2014,1,306 days 00:00:00.000000000,460 days 00:00:00.000000000,19257527.6,460,306,1,3,biotech,West
Cedexis,http://www.cedexis.com,cloud computing|content delivery|enterprise software|software,14700000,operating,USA,OR,2,8/11/2011,1/13/2015,1,1251 days 00:00:00.000000000,1251 days 00:00:00.000000000,7350000,1251,1251,1,2,software,West
Celator Pharmaceuticals,http://www.celatorpharma.com,biotechnology,96876867,ipo,USA,NJ,6,8/3/2007,4/30/2013,1,361 days 00:00:00.000000000,419 days 09:36:00.000000000,16146144.5,419,361,1,12,biotech,Northeast
CelebCalls,http://www.celebcalls.com,android|apps|celebrity|chat|entertainment|iphone|messaging|mobile|professional services|sports,3135780,operating,USA,KY,2,1/1/2010,2/1/2012,1,761 days 00:00:00.000000000,761 days 00:00:00.000000000,1567890,761,761,0,1,mobile,South
Cell Again,http://www.cellagain.com,clean technology|recycling|retail|retail technology|technology|wireless,2500000,acquired,USA,UT,2,1/1/2011,1/1/2013,1,731 days 00:00:00.000000000,731 days 00:00:00.000000000,1250000,731,731,1,1,technology,West
CellBiosciences,http://www.proteinsimple.com,biotechnology,85249999,acquired,USA,CA,6,1/1/2006,10/14/2010,1,1195 days 00:00:00.000000000,349 days 09:36:00.000000000,14208333.17,349,1195,1,11,biotech,West
Cell>Point,http://cellpointweb.com,biotechnology,23666405,operating,USA,CO,3,3/26/2010,5/24/2012,1,397 days 00:00:00.000000000,395 days 00:00:00.000000000,7888801.667,395,397,0,1,biotech,West
CellScope,http://cellscope.com,hardware + software|health care information technology|mobile health|telecommunications,5620000,operating,USA,CA,3,5/1/2011,11/1/2013,1,407 days 00:00:00.000000000,457 days 12:00:00.000000000,1873333.333,457,407,1,3,healthcare,West
Cell Therapeutics,http://www.celltherapeutics.com,biotechnology|health care|therapeutics,85060000,ipo,USA,WA,5,8/19/2009,12/18/2013,1,278 days 00:00:00.000000000,395 days 12:00:00.000000000,17012000,395,278,1,1,pharma,West
Celladon,http://www.celladon.net,biotechnology,172013496,ipo,USA,CA,12,12/7/2005,11/18/2015,1,1425 days 00:00:00.000000000,330 days 06:32:43.636363636,14334458,330,1425,1,18,biotech,West
CellARide,http://www.cellaride.com,advertising|app marketing|auto|automotive|cars|marketplaces|mobile|sms,540000,operating,USA,MO,5,10/1/2010,3/25/2015,1,639 days 00:00:00.000000000,409 days 00:00:00.000000000,108000,409,639,1,1,mobile,Midwest
CellCeuticals Skin Care,http://cellceuticalskincare.com,manufacturing,7585475,operating,USA,CA,2,11/4/2010,4/6/2011,1,153 days 00:00:00.000000000,153 days 00:00:00.000000000,3792737.5,153,153,0,1,manufacturing,West
Cellectar,http://www.cellectar.com/,biotechnology|pharmaceuticals,19638485,acquired,USA,WI,5,1/8/2008,10/2/2015,1,763 days 00:00:00.000000000,706 days 00:00:00.000000000,4909621.25,706,763,1,3,pharma,Midwest
Cellerant Therapeutics,http://www.cellerant.com,biotechnology,96244927,operating,USA,CA,9,5/11/2005,9/11/2014,1,715 days 00:00:00.000000000,426 days 06:00:00.000000000,10693880.78,426,715,1,8,biotech,West
Celleration,http://www.misttherapy.com,health care|medical devices,44424979,acquired,USA,MN,3,7/20/2008,1/4/2013,1,906 days 00:00:00.000000000,814 days 12:00:00.000000000,14808326.33,814,906,1,11,medicalGear,Midwest
Cellfire,http://info.cellfire.com,coupons|digital media|mobile,26000000,acquired,USA,CA,3,1/1/2005,2/10/2008,1,555 days 00:00:00.000000000,567 days 12:00:00.000000000,8666666.667,567,555,1,3,mobile,West
CellScape,http://www.cellscapecorp.com,biotechnology|health care|health diagnostics,12800000,operating,USA,CA,6,5/1/2009,5/10/2013,1,5 days 00:00:00.000000000,294 days 00:00:00.000000000,3200000,294,5,0,3,healthcare,West
CellTech Metals,http://celltechmetals.com,manufacturing,1390000,operating,USA,CA,3,2/6/2009,3/26/2015,1,2002 days 00:00:00.000000000,1119 days 12:00:00.000000000,463333.3333,1119,2002,1,1,manufacturing,West
Cellufun,http://www.cellufun.com,games,8014076,operating,USA,NY,5,3/7/2007,4/6/2012,1,766 days 00:00:00.000000000,464 days 06:00:00.000000000,1602815.2,464,766,0,1,games,Northeast
Cellular Biomedicine Group (CBMG),http://cellbiomedgroup.com,biotechnology,9913001,operating,USA,CA,2,7/26/2013,4/11/2014,1,259 days 00:00:00.000000000,259 days 00:00:00.000000000,4956500.5,259,259,1,1,biotech,West
Cellular Dynamics International,http://www.cellulardynamics.com,biotechnology,111641664,acquired,USA,WI,4,4/27/2010,7/3/2013,1,345 days 00:00:00.000000000,387 days 16:00:00.000000000,27910416,387,345,1,3,biotech,Midwest
Cellumen,http://cellumen.com,biotechnology,10016030,closed,USA,PA,3,7/10/2007,10/6/2009,1,689 days 00:00:00.000000000,409 days 12:00:00.000000000,3338676.667,409,689,0,2,biotech,Northeast
Cellworks,http://cellworksgroup.com,hardware + software,17517561,operating,USA,CA,3,4/6/2009,12/1/2012,1,1065 days 00:00:00.000000000,667 days 12:00:00.000000000,5839187,667,1065,0,2,software,West
Celsense,http://www.celsense.com,biotechnology,2858200,operating,USA,PA,7,5/24/2007,9/9/2014,1,53 days 00:00:00.000000000,444 days 04:00:00.000000000,408314.2857,444,53,1,1,biotech,Northeast
Celsion,http://celsion.com,bio-pharm|biotechnology|health care,13789744,ipo,USA,NJ,3,6/17/2010,6/5/2015,1,362 days 00:00:00.000000000,907 days 00:00:00.000000000,4596581.333,907,362,1,1,healthcare,Northeast
Celtaxsys,http://www.celtaxsys.com,biotechnology,46271386,operating,USA,GA,3,5/7/2009,6/8/2015,1,538 days 00:00:00.000000000,1111 days 12:00:00.000000000,15423795.33,1111,538,1,5,biotech,South
Celtra Inc.,http://www.celtra.com,advertising|app marketing|information services|information technology|mobile,10200000,operating,USA,MA,3,5/26/2009,1/17/2013,1,609 days 00:00:00.000000000,666 days 00:00:00.000000000,3400000,666,609,0,4,mobile,Northeast
Cempra,http://www.cempra.com,biotechnology|health care,108119996,ipo,USA,NC,5,4/1/2006,10/30/2012,1,456 days 00:00:00.000000000,601 days 00:00:00.000000000,21623999.2,601,456,1,6,healthcare,South
CeNeRx BioPharma,http://www.cenerx.com,biotechnology,36253675,closed,USA,NC,6,6/15/2009,6/18/2012,1,218 days 00:00:00.000000000,219 days 19:12:00.000000000,6042279.167,219,218,0,4,biotech,South
Centeris Corporation,,enterprise software,16500000,operating,USA,WA,2,10/29/2005,3/22/2006,0,144 days 00:00:00.000000000,144 days 00:00:00.000000000,8250000,144,144,1,3,software,West
Centice,http://www.centice.com,biotechnology,39475259,operating,USA,NC,10,11/19/2007,1/6/2014,1,498 days 00:00:00.000000000,248 days 21:20:00.000000000,3947525.9,248,498,1,7,biotech,South
Central Logic,http://www.centrallogic.com,software,10234678,operating,USA,UT,2,9/17/2012,3/16/2015,1,910 days 00:00:00.000000000,910 days 00:00:00.000000000,5117339,910,910,1,1,software,West
CENTRI Technology,http://centritechnology.com,mobile|networking|technology,26835204,operating,USA,WA,6,5/27/2010,8/29/2014,1,509 days 00:00:00.000000000,311 days 00:00:00.000000000,4472534,311,509,1,3,mobile,West
Centrillion Biosciences,http://www.centrillionbio.com,biotechnology|networking|technology,24300000,operating,USA,CA,4,10/1/2009,4/1/2013,1,182 days 00:00:00.000000000,426 days 00:00:00.000000000,6075000,426,182,0,1,biotech,West
Centro,http://www.centro.net,advertising|media|sales and marketing|software|technology,52500000,operating,USA,IL,2,12/30/2010,5/20/2015,1,1602 days 00:00:00.000000000,1602 days 00:00:00.000000000,26250000,1602,1602,1,2,software,Midwest
centrose,http://centrosepharma.com,biotechnology,3900000,operating,USA,WI,4,9/6/2011,2/9/2015,1,757 days 00:00:00.000000000,417 days 08:00:00.000000000,975000,417,757,1,1,biotech,Midwest
Cephasonics,http://www.cephasonics.com,design|hardware + software|manufacturing|medical devices,1438604,operating,USA,CA,3,7/1/2012,6/9/2015,1,617 days 00:00:00.000000000,536 days 12:00:00.000000000,479534.6667,536,617,1,2,medicalGear,West
Cephea Valve Technologies,http://cephea.com/,health and wellness|health care|medical|therapeutics,21207979,operating,USA,CA,2,9/30/2014,1/12/2015,1,104 days 00:00:00.000000000,104 days 00:00:00.000000000,10603989.5,104,104,1,1,pharma,West
Ceptaris Therapeutics,http://www.ceptaris.com,biotechnology,25000000,acquired,USA,PA,2,2/21/2012,6/5/2012,1,105 days 00:00:00.000000000,105 days 00:00:00.000000000,12500000,105,105,1,8,biotech,Northeast
Ception Therapeutics,http://www.ceptiontx.com,biotechnology,77700000,acquired,USA,PA,2,1/29/2007,5/31/2007,1,122 days 00:00:00.000000000,122 days 00:00:00.000000000,38850000,122,122,1,7,biotech,Northeast
Cequent Pharmaceuticals,http://www.cequentpharma.com,biotechnology,12400000,operating,USA,MA,2,6/18/2007,10/1/2009,1,836 days 00:00:00.000000000,836 days 00:00:00.000000000,6200000,836,836,0,4,biotech,Northeast
Cequint,http://www.cequint.com,mobile,13360000,acquired,USA,WA,4,4/1/2006,7/15/2010,1,451 days 00:00:00.000000000,522 days 00:00:00.000000000,3340000,522,451,1,4,mobile,West
Cerapedics,http://www.cerapedics.com,health care,75790328,operating,USA,CO,8,2/28/2007,4/7/2015,1,219 days 00:00:00.000000000,422 days 20:34:17.142857144,9473791,422,219,1,5,healthcare,West
Cerebrotech Medical Systems,http://cerebrotechmedical.com,health care information technology|healthcare services|medical devices,2712000,operating,USA,CA,6,7/22/2011,4/1/2015,1,254 days 00:00:00.000000000,269 days 19:12:00.000000000,452000,269,254,1,2,medicalGear,West
Cerecor,http://cerecor.com,biotechnology,60943184,ipo,USA,MD,3,4/5/2012,7/21/2014,1,525 days 00:00:00.000000000,418 days 12:00:00.000000000,20314394.67,418,525,1,3,biotech,South
Ceres,http://www.ceres.net,clean technology|farming,98000000,ipo,USA,CA,2,9/27/2007,3/10/2014,1,0 days 00:00:00.000000000,1178 days 00:00:00.000000000,57666666.67,1178,0,1,9,technology,West
CereScan,http://www.cerescan.com,biotechnology|health diagnostics|medical,6439787,operating,USA,CO,3,1/13/2012,11/19/2013,1,354 days 00:00:00.000000000,338 days 00:00:00.000000000,2146595.667,338,354,1,1,pharma,West
Cerevast Therapeutics,http://cerevast.com,biotechnology,23438812,operating,USA,WA,6,1/13/2010,3/6/2015,1,642 days 00:00:00.000000000,375 days 14:24:00.000000000,3906468.667,375,642,1,1,biotech,West
Cerimon Pharmaceuticals,,biotechnology,2732960,operating,USA,CA,3,9/9/2009,11/15/2010,0,288 days 00:00:00.000000000,216 days 00:00:00.000000000,910986.6667,216,288,0,1,biotech,West
Cernostics,http://www.cernostics.com,biotechnology,6530638,operating,USA,PA,6,10/18/2009,6/8/2015,1,227 days 00:00:00.000000000,411 days 19:12:00.000000000,1088439.667,411,227,1,4,biotech,Northeast
Cerora,http://www.cerora.com,health and wellness,50000,operating,USA,PA,2,2/21/2013,4/7/2014,1,410 days 00:00:00.000000000,410 days 00:00:00.000000000,50000,410,410,1,1,healthcare,Northeast
Certain,http://www.certain.com,software,28900000,operating,USA,CA,2,12/28/2011,1/13/2014,1,747 days 00:00:00.000000000,747 days 00:00:00.000000000,14450000,747,747,1,1,software,West
Certeon,http://www.certeon.com,software,19000000,closed,USA,MA,2,7/16/2007,5/1/2012,1,1751 days 00:00:00.000000000,1751 days 00:00:00.000000000,9500000,1751,1751,0,4,software,Northeast
Certes Networks,http://certesnetworks.com,cloud computing|hardware + software|information security|network security,3680000,operating,USA,PA,2,4/8/2014,7/9/2015,1,457 days 00:00:00.000000000,457 days 00:00:00.000000000,1840000,457,457,1,1,software,Northeast
Certess,http://www.certess.com,hardware + software,4940000,acquired,USA,CA,2,10/12/2005,12/21/2007,1,800 days 00:00:00.000000000,800 days 00:00:00.000000000,2470000,800,800,1,3,software,West
Certified Security Solutions,http://css-security.com,software,275000,operating,USA,OH,3,4/28/2009,3/1/2015,1,1791 days 00:00:00.000000000,1066 days 12:00:00.000000000,275000,1066,1791,1,1,software,Midwest
Certify Data Systems,http://www.certifydatasystems.com,enterprise software,7210210,acquired,USA,CA,4,8/25/2008,2/15/2012,1,283 days 00:00:00.000000000,423 days 00:00:00.000000000,2403403.333,423,283,1,1,software,West
CertiRx,http://certirx.com,biotechnology,790832,operating,USA,NC,2,4/28/2014,6/4/2015,1,402 days 00:00:00.000000000,402 days 00:00:00.000000000,395416,402,402,1,1,biotech,South
